Species,Ratio,"Angle_of_Base	",Angle_of_Apex,Length_of_Petiole
Betel,1.61,170,20,5.3
Betel,1.2,300,37,2.35
Betel,1.62,280,30,1.4
Betel,1.96,240,30,2
Betel,1.58,150,20,3.4
Betel,1.77,290,26,2.6
Betel,1.7,220,21,2.5
Betel,1.5,290,23,1.9
Betel,1.66,290,27,2.3
Betel,1.37,190,17,1.9
Betel,1.81,197,22,6
Betel,1.32,210,21,4.4
Betel,1.32,270,32,2.7
Betel,1.4,260,30,5
Betel,1.17,310,23,6
Betel,1.3,230,30,1.3
Betel,1.08,270,40,2
Betel,1.51,270,30,2.8
Betel,1.31,330,30,2.5
Betel,1.33,250,30,2
Betel,1.51,220,19,2
Betel,1.43,270,23,4.2
Betel,1.25,320,35,5.2
Betel,1.28,200,38,6
Betel,1.41,250,27,1.8
Pepper,1.74,113,40,2
Pepper,1.59,160,60,2.5
Pepper,1.96,138,53,2.1
Pepper,1.61,131,43,1.9
Pepper,1.13,141,39,1.6
Pepper,1.66,158,49,2
Pepper,1.58,142,50,1.7
Pepper,1.48,138,40,3
Pepper,1.54,134,51,2.3
Pepper,1.88,120,47,2.4
Pepper,1.7,123,30,2.2
Pepper,1.76,135,46,1.4
Pepper,2.01,100,40,1.8
Pepper,1.69,120,57,3
Pepper,1.39,133,58,2.2
Pepper,1.69,102,80,1.5
Pepper,1.93,93,61,2
Pepper,1.62,115,52,1.7
Pepper,1.55,110,68,1.4
Pepper,1.71,112,39,1.5
Pepper,1.61,128,50,1.3
Pepper,1.55,165,50,4.3
Pepper,1.55,118,48,2
Pepper,1.86,109,47,1.7
Pepper,1.6,130,63,3.5
Long_Pepper,1.35,230,55,6
Long_Pepper,1.34,160,60,3
Long_Pepper,1.41,190,50,5
Long_Pepper,1.36,180,40,8
Long_Pepper,1.33,250,45,2
Long_Pepper,2,220,40,9
Long_Pepper,1.65,240,34,3
Long_Pepper,1.39,140,40,7
Long_Pepper,1.52,160,45,1
Long_Pepper,1.24,235,40,2
Long_Pepper,1.25,240,40,4
Long_Pepper,1.55,110,30,2
Long_Pepper,1.22,210,50,8
Long_Pepper,1.41,220,50,8
Long_Pepper,1.62,200,35,7
Long_Pepper,1.41,240,50,2
Long_Pepper,1.35,180,55,9
Long_Pepper,1.38,220,40,8
Long_Pepper,1.41,190,50,8
Long_Pepper,1.59,200,30,7
Long_Pepper,1.46,230,52,2
Long_Pepper,1.01,210,40,9
Long_Pepper,1.35,180,55,5
Long_Pepper,1.48,230,55,8
Long_Pepper,1.6,180,35,6
